"","day","time","ampm","meeting","location","address","format","city","type","state","lon","lat","schedule","county"
"48","Monday",12:00:00,"pm","Monday er's Group Location Temporarily Closed","St. John's Lutheran Church","600 6th Ave, Des Moines, IA","Location Temporarily Closed, Open","Des Moines","Alcoholics Anonymous","Iowa",-93.6259756,41.5899287,"12H 0M 0S","Polk"
"49","Monday",12:00:00,"pm","Newton Group","St. Stephen's Episcopal Church","223 E 4th St N, Newton, IA","Open, Step Meeting, Wheelchair Access","Newton","Alcoholics Anonymous","Iowa",-93.0501865,41.7010911,"12H 0M 0S","Jasper"
"50","Monday",12:00:00,"pm","The H.O.W. Group","Unity Point Health","1600 Morgan St, Keokuk, IA","Open","Keokuk","Alcoholics Anonymous","Iowa",-91.3881705,40.4069589,"12H 0M 0S","Lee"
"51","Monday",12:00:00,"pm","White House Group Location Temporarily Closed","White House- Alano Society, Inc.","1400 Pennsylvania Ave, Des Moines, IA","Location Temporarily Closed, Open, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.609859,41.604903,"12H 0M 0S","Polk"
"52","Monday",12:00:00,"pm","Hope & Reflection Online Meeting","Windsor United Methodist Church","6222 University Ave, Des Moines, IA","Location Temporarily Closed, Online Meeting, Open, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.7026819,41.6000872,"12H 0M 0S","Polk"
"53","Monday",12:10:00,"pm","511 Melrose Group","511 Melrose Ave","511 Melrose Ave, Iowa City, IA","English","Iowa City","Alcoholics Anonymous","Iowa",-91.5463066,41.656611,"12H 10M 0S","Johnson"
"54","Monday",12:10:00,"pm","Blue  Group","730 S Dubuque St","730 S Dubuque St, Iowa City, IA",NA,"Iowa City","Alcoholics Anonymous","Iowa",-91.532774,41.652401,"12H 10M 0S","Johnson"
"55","Monday",12:10:00,"pm","Group Online Meeting","Unitarian Church","1015 N Hyland Ave, Ames, IA","Big Book, Closed, Discussion, Location Temporarily Closed, Online Meeting","Ames","Alcoholics Anonymous","Iowa",-93.6561848,42.0315964,"12H 10M 0S","Story"
"56","Monday",01:00:00,"pm","Womens Discussion Group","250 Mercy Dr","250 Mercy Dr, Dubuque, IA","English","Dubuque","Alcoholics Anonymous","Iowa",-90.6750809,42.492721,"13H 0M 0S","Dubuque"
"57","Monday",01:30:00,"pm","Allen Hospital Group","1825 Logan Street","1825 Logan Ave, Waterloo, IA","Discussion, English, Open, Wheelchair Access, Wheelchair-Accessible Bathroom","Waterloo","Alcoholics Anonymous","Iowa",-92.3395639,42.5266507,"13H 30M 0S","Black Hawk"
"58","Monday",03:30:00,"pm","Open Topic Women Group","2432 Jay Ave","2432 Jay Ave, Sioux City, IA","English","Sioux City","Alcoholics Anonymous","Iowa",-96.3773373,42.4823242,"15H 30M 0S","Woodbury"
"59","Monday",04:30:00,"pm","Stan's Clan Location Temporarily Closed","Iowa Lutheran Hospital","700 E University Ave, Des Moines, IA","Location Temporarily Closed, Open, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.6097501,41.60142,"16H 30M 0S","Polk"
"60","Monday",05:00:00,"pm","Blandine Group","117 1/2 Perry Street","117 S Perry St, Davenport, IA","English","Davenport","Alcoholics Anonymous","Iowa",-90.5726376,41.5197075,"17H 0M 0S","Scott"
"61","Monday",05:15:00,"pm","F & G Location Temporarily Closed","315 E. 5th Street","315 E 5th St, Des Moines, IA","Big Book, Location Temporarily Closed, Open, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.6106227,41.5891341,"17H 15M 0S","Polk"
"62","Monday",05:30:00,"pm","Central Discussion Group","1706 Brady Street #105","1706 Brady St #105, Davenport, IA","English","Davenport","Alcoholics Anonymous","Iowa",-90.5750676,41.5372533,"17H 30M 0S","Scott"
"63","Monday",05:30:00,"pm","Happy Hour Group","200 16th Ave","200 16th Ave, Council Bluffs, IA","English","Council Bluffs","Alcoholics Anonymous","Iowa",-95.8469027,41.246838,"17H 30M 0S","Pottawattamie"
"64","Monday",05:30:00,"pm","Bettendorf Group","2204 Grant Street","2204 Grant St, Bettendorf, IA","English","Bettendorf","Alcoholics Anonymous","Iowa",-90.5018126,41.5270071,"17H 30M 0S","Scott"
"65","Monday",05:30:00,"pm","West End A.A. Group","2603 Rockingham Rd","2603 Rockingham Rd, Davenport, IA","English","Davenport","Alcoholics Anonymous","Iowa",-90.6154944,41.5128781,"17H 30M 0S","Scott"
"66","Monday",05:30:00,"pm","Progress Not Perfection Group","3025 Mabrey Lane","3025 Mabrey Ln, Carter Lake, IA","English","Carter Lake","Alcoholics Anonymous","Iowa",-95.9159291,41.2863368,"17H 30M 0S","Pottawattamie"
"67","Monday",05:30:00,"pm","New Womens Awareness Group","410 S 16th Street","410 S 16th St, Council Bluffs, IA","English","Council Bluffs","Alcoholics Anonymous","Iowa",-95.8678129,41.2575288,"17H 30M 0S","Pottawattamie"
"68","Monday",05:30:00,"pm","Happy Hour Group","Fellowship Club","3224 1st Ave NE, Cedar Rapids, IA","English","Cedar Rapids","Alcoholics Anonymous","Iowa",-91.6355274,42.0106374,"17H 30M 0S","Linn"
"69","Monday",05:30:00,"pm","Happy Hour Upstairs Group","Fellowship Club","3224 1st Ave NE, Cedar Rapids, IA","English","Cedar Rapids","Alcoholics Anonymous","Iowa",-91.6355274,42.0106374,"17H 30M 0S","Linn"
"70","Monday",05:30:00,"pm","Meeting Makers Make It Online Meeting","Lutheran Church of Hope","1821 Ingersoll Ave, Des Moines, IA","Big Book, Location Temporarily Closed, Online Meeting, Open, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.6420435,41.5865239,"17H 30M 0S","Polk"
"71","Monday",06:00:00,"pm","Clear Lake Womens Meeting Women","1115 E Main Avenue","1115 Main Ave, Clear Lake, IA","Closed, Women","Clear Lake","Alcoholics Anonymous","Iowa",-93.3746176,43.1369612,"18H 0M 0S","Cerro Gordo"
"72","Monday",06:00:00,"pm","Messenger Group","1646 Asbury Rd","1646 Asbury Rd, Dubuque, IA","English","Dubuque","Alcoholics Anonymous","Iowa",-90.6960999,42.5004555,"18H 0M 0S","Dubuque"
"73","Monday",06:00:00,"pm","Room 106 Big Book Group","1701 W 25th St.","1701 W 25th St, Sioux City, IA","English","Sioux City","Alcoholics Anonymous","Iowa",-96.4326977,42.5166153,"18H 0M 0S","Woodbury"
"74","Monday",06:00:00,"pm","511 Melrose Group","511 Melrose Ave","511 Melrose Ave, Iowa City, IA","English","Iowa City","Alcoholics Anonymous","Iowa",-91.5463066,41.656611,"18H 0M 0S","Johnson"
"75","Monday",06:00:00,"pm","Sunlight Of The Spirit Group","730 S Dubuque St","730 S Dubuque St, Iowa City, IA","English","Iowa City","Alcoholics Anonymous","Iowa",-91.532774,41.652401,"18H 0M 0S","Johnson"
"76","Monday",06:00:00,"pm","Monday Night BB & Step Meeting Online Meeting","Bloomfield United Methodist Church","5930 Indianola Ave, Des Moines, IA","Big Book, Location Temporarily Closed, Online Meeting, Open, Step Meeting, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.5780661,41.5300496,"18H 0M 0S","Polk"
"77","Monday",06:00:00,"pm","Three Legacies Location Temporarily Closed","Grace Lutheran Church","3010 52nd St, Des Moines, IA","Child-Friendly, Location Temporarily Closed, Open, Speaker, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.6904544,41.6227673,"18H 0M 0S","Polk"
"78","Monday",06:00:00,"pm","Marshalltown Group","Marshalltown","1311 E Nevada St, Marshalltown, IA","Closed, Discussion","Marshalltown","Alcoholics Anonymous","Iowa",-92.8901778,42.0441111,"18H 0M 0S","Marshall"
"79","Monday",06:00:00,"pm","Monday Nite Stag- Men Only Men, Online Meeting","St Andrews Episcopal Church","5720 Urbandale Ave, Des Moines, IA","Location Temporarily Closed, Men, Online Meeting, Open, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.6966154,41.6216868,"18H 0M 0S","Polk"
"80","Monday",06:00:00,"pm","4th Dimension- Meditation Online Meeting","St. Mark's Disciple Center","1105 Grand Ave, West Des Moines, IA","Location Temporarily Closed, Online Meeting, Open, Wheelchair Access","West Des Moines","Alcoholics Anonymous","Iowa",-93.7181991,41.5819963,"18H 0M 0S","Polk"
"81","Monday",06:00:00,"pm","There Is A Solution Online Meeting","United Methodist Church","720 Grand Ave, West Des Moines, IA","Location Temporarily Closed, Online Meeting, Open, Speaker, Wheelchair Access","West Des Moines","Alcoholics Anonymous","Iowa",-93.7124942,41.5823446,"18H 0M 0S","Polk"
"82","Monday",06:00:00,"pm","LGBTQ & Friends Location Temporarily Closed","Wesley House","2718 University Ave, Des Moines, IA","LGBTQ, Location Temporarily Closed, Open","Des Moines","Alcoholics Anonymous","Iowa",-93.6542244,41.6001158,"18H 0M 0S","Polk"
"83","Monday",06:30:00,"pm","Maladjusted To Life Group","14th and Locust","401 Locust St, Dubuque, IA","English","Dubuque","Alcoholics Anonymous","Iowa",-90.6668966,42.4972784,"18H 30M 0S","Dubuque"
"84","Monday",06:30:00,"pm","Cedar Heights Group","2015 Rainbow","2015 Rainbow Dr, Cedar Falls, IA","Big Book, English, Open, Wheelchair Access, Wheelchair-Accessible Bathroom","Cedar Falls","Alcoholics Anonymous","Iowa",-92.421537,42.519474,"18H 30M 0S","Black Hawk"
"85","Monday",06:30:00,"pm","Grupo Buena Voluntad","407 11th St.","407 11th St, Sioux City, IA","Spanish","Sioux City","Alcoholics Anonymous","Iowa",-96.406136,42.5019133,"18H 30M 0S","Woodbury"
"86","Monday",06:30:00,"pm","Recovery Group","513 Sycamore St.","513 Sycamore St, Muscatine, IA","English","Muscatine","Alcoholics Anonymous","Iowa",-91.0472795,41.4250442,"18H 30M 0S","Muscatine"
"87","Monday",06:30:00,"pm","McCormick Clubhouse Online Meeting","McCormick","1201 McCormick Ave, Ames, IA","Discussion, Online Meeting, Open","Ames","Alcoholics Anonymous","Iowa",-93.5862918,42.0331781,"18H 30M 0S","Story"
"88","Monday",06:30:00,"pm","White House Group Location Temporarily Closed","White House- Alano Society, Inc.","1400 Pennsylvania Ave, Des Moines, IA","Location Temporarily Closed, Open, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.609859,41.604903,"18H 30M 0S","Polk"
"89","Monday",07:00:00,"pm","Grupo Fe Y Esperanza","103 W Washington St","103 W Washington St, Osceola, IA","Spanish","Osceola","Alcoholics Anonymous","Iowa",-93.766018,41.035154,"19H 0M 0S","Clarke"
"90","Monday",07:00:00,"pm","Humboldt Monday Nite Group","107 4th St. Rm. 34","107 N 4th St, Humboldt, IA","English","Humboldt","Alcoholics Anonymous","Iowa",-94.2126736,42.7229778,"19H 0M 0S","Humboldt"
"91","Monday",07:00:00,"pm","Rebos Group","1101 Summit","1101 E Summit St, Red Oak, IA","English","Red Oak","Alcoholics Anonymous","Iowa",-95.2190826,41.0166506,"19H 0M 0S","Montgomery"
"92","Monday",07:00:00,"pm","Redfield Starting Over Group","1116 Thomas Street","1116 Thomas St, Redfield, IA","English","Redfield","Alcoholics Anonymous","Iowa",-94.196523,41.590338,"19H 0M 0S","Dallas"
"93","Monday",07:00:00,"pm","Starting Over","1116 Thomas Street","1116 Thomas St, Redfield, IA","Open, Wheelchair Access","Redfield","Alcoholics Anonymous","Iowa",-94.196523,41.590338,"19H 0M 0S","Dallas"
"94","Monday",07:00:00,"pm","Monday Night W.H.O Group","12 N 7th Street","12 N 7th St, Ft. Dodge, IA","English","Fort Dodge","Alcoholics Anonymous","Iowa",-94.2011921,42.5107884,"19H 0M 0S","Webster"
"95","Monday",07:00:00,"pm","Step Study Group","12321 Hickman Rd","12321 Hickman Rd, Urbandale, IA","English","Urbandale","Alcoholics Anonymous","Iowa",-93.788518,41.6156926,"19H 0M 0S","Polk"
"96","Monday",07:00:00,"pm","Walnut Hills Step Study Online Meeting","12321 Hickman Rd","12321 Hickman Rd, Urbandale, IA","Location Temporarily Closed, Online Meeting, Open, Step Meeting","Urbandale","Alcoholics Anonymous","Iowa",-93.788518,41.6156926,"19H 0M 0S","Polk"
"97","Monday",07:00:00,"pm","F & G- Online Only Online Meeting","1620 Pleasant St. Suite 228","1620 Pleasant St #228, Des Moines, IA","Location Temporarily Closed, Online Meeting, Open","Des Moines","Alcoholics Anonymous","Iowa",-93.6395537,41.5894617,"19H 0M 0S","Polk"
"98","Monday",07:00:00,"pm","Central Discussion Group","1706 Brady Street #105","1706 Brady St #105, Davenport, IA","English","Davenport","Alcoholics Anonymous","Iowa",-90.5750676,41.5372533,"19H 0M 0S","Scott"
"99","Monday",07:00:00,"pm","I Ave Group","1898 350th St","1898 350th St, Tama, IA","English","Tama","Alcoholics Anonymous","Iowa",-92.5941438,41.9326193,"19H 0M 0S","Tama"
"100","Monday",07:00:00,"pm","Pilot Mound Monday Night Group","210 3rd St","210 3rd St, Pilot Mound, IA","English","Pilot Mound","Alcoholics Anonymous","Iowa",-94.0150759,42.1639083,"19H 0M 0S","Boone"
"101","Monday",07:00:00,"pm","Hill Top Group","211 21st. Ave SW","211 21st Ave SW, Cedar Rapids, IA","English","Cedar Rapids","Alcoholics Anonymous","Iowa",-91.6649666,41.9574458,"19H 0M 0S","Linn"
"102","Monday",07:00:00,"pm","We Are Not Saints Group","212 Edgewood Rd NW","212 Edgewood Rd NW, Cedar Rapids, IA","English","Cedar Rapids","Alcoholics Anonymous","Iowa",-91.7169002,41.9736765,"19H 0M 0S","Linn"
"103","Monday",07:00:00,"pm","Clinton Group","250 20th Ave N","250 20th Ave N, Clinton, IA","English","Clinton","Alcoholics Anonymous","Iowa",-90.1833406,41.8682732,"19H 0M 0S","Clinton"
"104","Monday",07:00:00,"pm","Living On The Ragged Edge Group","2600 First Ave N W","2600 1st Ave NW, Cedar Rapids, IA","English","Cedar Rapids","Alcoholics Anonymous","Iowa",-91.707053,41.970389,"19H 0M 0S","Linn"
"105","Monday",07:00:00,"pm","Monday Big Book Location Temporarily Closed","2700 72nd St","2700 72nd St, Urbandale, IA","Big Book, Closed, Location Temporarily Closed","Urbandale","Alcoholics Anonymous","Iowa",-93.7175299,41.6188221,"19H 0M 0S","Polk"
"106","Monday",07:00:00,"pm","Monday Big Book Study Group","2700 72nd St","2700 72nd St, Urbandale, IA","English","Urbandale","Alcoholics Anonymous","Iowa",-93.7175299,41.6188221,"19H 0M 0S","Polk"
"107","Monday",07:00:00,"pm","Attitude Adjustment Group","2900 Summer St","5700 Division St, Burlington, IA","English","Burlington","Alcoholics Anonymous","Iowa",-91.1547741,40.8063426,"19H 0M 0S","Des Moines"
"108","Monday",07:00:00,"pm","Seekers Group","3112 W Broadway","3112 W Broadway, Council Bluffs, IA","English","Council Bluffs","Alcoholics Anonymous","Iowa",-95.8946551,41.2622141,"19H 0M 0S","Pottawattamie"
"109","Monday",07:00:00,"pm","Grupo La Nueva Vida","322 E 3rd Street","322 E 3rd St, Davenport, IA","Spanish","Davenport","Alcoholics Anonymous","Iowa",-90.5702479,41.5225334,"19H 0M 0S","Scott"
"110","Monday",07:00:00,"pm","Grupo Un Nuevo Despertar","3650 68th Street","3650 68th St, Urbandale, IA","Spanish","Urbandale","Alcoholics Anonymous","Iowa",-93.7100956,41.6285778,"19H 0M 0S","Polk"
"111","Monday",07:00:00,"pm","Oelwein Monday Night Group","517 1st Street N E","517 1st St NE, Oelwein, IA","English","Oelwein","Alcoholics Anonymous","Iowa",-91.9056115,42.6800134,"19H 0M 0S","Fayette"
"112","Monday",07:00:00,"pm","Winthrop Group","534 W Madison Street","534 W Madison, Winthrop, IA","English","Winthrop","Alcoholics Anonymous","Iowa",-91.738027,42.4725099,"19H 0M 0S","Buchanan"
"113","Monday",07:00:00,"pm","Grupo Unidos En Sobriedad","618 10th st.","618 10th St, Sioux City, IA","Spanish","Sioux City","Alcoholics Anonymous","Iowa",-96.4024787,42.5006247,"19H 0M 0S","Woodbury"
"114","Monday",07:00:00,"pm","Osage Group","732 Main Street","732 Main St, Osage, IA","English","Osage","Alcoholics Anonymous","Iowa",-92.8098155,43.2839543,"19H 0M 0S","Mitchell"
"115","Monday",07:00:00,"pm","Women's AA Group","826 1st Ave N","826 1st Ave N, Ft. Dodge, IA","English","Fort Dodge","Alcoholics Anonymous","Iowa",-94.1866976,42.5065105,"19H 0M 0S","Webster"
"116","Monday",07:00:00,"pm","Camelshop Group Location Temporarily Closed","Camelshop","1213 Lucinda St, Perry, IA","Location Temporarily Closed, Open, Wheelchair Access","Perry","Alcoholics Anonymous","Iowa",-94.104595,41.840401,"19H 0M 0S","Dallas"
"117","Monday",07:00:00,"pm","Pass It On Group","Fellowship Club","3224 1st Ave NE, Cedar Rapids, IA","English","Cedar Rapids","Alcoholics Anonymous","Iowa",-91.6355274,42.0106374,"19H 0M 0S","Linn"
